Kommune,E-Mail,Bundesland,Einwohner,,,,,,,,,,,,,,,,,
Verden,kreishaus@landkreis-verden.de,Niedersachsen,384,,,,,,,,,,,,,,,,,
Verden  ,internetredaktion@verden.de,Niedersachsen,384,,,,,,,,,,,,,,,,,
Vierden,info@sg.sittensen.de,Niedersachsen,770,,,,,,,,,,,,,,,,,
Vierhöfen,info@rathaus-salzhausen.de,Niedersachsen,924,,,,,,,,,,,,,,,,,
Visbek,rathaus@visbek.de,Niedersachsen,9735,,,,,,,,,,,,,,,,,
Visselhövede,stadt@visselhoevede.de,Niedersachsen,9458,,,,,,,,,,,,,,,,,
Vögelsen,info@bardowick.de,Niedersachsen,2438,,,,,,,,,,,,,,,,,
Vollersode,rathaus@hambergen.de,Niedersachsen,2964,,,,,,,,,,,,,,,,,
Voltlage,info@neuenkirchen-os.de,Niedersachsen,1770,,,,,,,,,,,,,,,,,
Vordorf,info@papenteich.de,Niedersachsen,3118,,,,,,,,,,,,,,,,,
Vorwerk,info@tarmstedt.de,Niedersachsen,998,,,,,,,,,,,,,,,,,
Vrees,info@werlte.de,Niedersachsen,1926,,,,,,,,,,,,,,,,,
Waake,rathaus@radolfshausen.de,Niedersachsen,1271,,,,,,,,,,,,,,,,,
Waddeweitz,samtgemeinde@luechow-wendland.de,Niedersachsen,871,,,,,,,,,,,,,,,,,
Wagenfeld,rathaus@wagenfeld.de,Niedersachsen,6995,,,,,,,,,,,,,,,,,
Wagenhoff,info@sg-wesendorf.de,Niedersachsen,1151,,,,,,,,,,,,,,,,,
Wahrenholz,info@sg-wesendorf.de,Niedersachsen,3760,,,,,,,,,,,,,,,,,
Walchum,samtgemeinde@doerpen.de,Niedersachsen,1726,,,,,,,,,,,,,,,,,
Walkenried,info@walkenried.de,Niedersachsen,4053,,,,,,,,,,,,,,,,,
Wallenhorst,posteingang@wallenhorst.de,Niedersachsen,22614,,,,,,,,,,,,,,,,,
Walsrode,stadt@walsrode.de,Niedersachsen,31019,,,,,,,,,,,,,,,,,
Wangelnstedt,info@eschershausen-stadtoldendorf.de,Niedersachsen,534,,,,,,,,,,,,,,,,,
Wangerland,gemeinde@wangerland.org,Niedersachsen,9149,,,,,,,,,,,,,,,,,
Wangerooge,gemeinde@wangerooge.de,Niedersachsen,1026,,,,,,,,,,,,,,,,,
Wanna,zentrale@land.hadeln.de,Niedersachsen,2249,,,,,,,,,,,,,,,,,
Warberg,verwaltung@samtgemeinde-nord-elm.de,Niedersachsen,790,,,,,,,,,,,,,,,,,
Wardenburg,rathaus@wardenburg.de,Niedersachsen,16484,,,,,,,,,,,,,,,,,
Warmsen,rathaus@sg-uchte.de,Niedersachsen,3103,,,,,,,,,,,,,,,,,
Warpe,rathaus@hoya-weser.de,Niedersachsen,682,,,,,,,,,,,,,,,,,
Wasbüttel,info@isenbuettel.de,Niedersachsen,1836,,,,,,,,,,,,,,,,,
Wathlingen,info@wathlingen.de,Niedersachsen,6405,,,,,,,,,,,,,,,,,
Wathlingen,info@wathlingen.de,Niedersachsen,6405,,,,,,,,,,,,,,,,,
Wedemark,gemeinde@wedemark.de,Niedersachsen,29803,,,,,,,,,,,,,,,,,
Weener,info@weener.de,Niedersachsen,15215,,,,,,,,,,,,,,,,,
Wehrbleck,info@kirchdorf.de,Niedersachsen,799,,,,,,,,,,,,,,,,,
Welle,info@tostedt.de,Niedersachsen,1214,,,,,,,,,,,,,,,,,
Wendeburg,gemeinde@wendeburg.de,Niedersachsen,10199,,,,,,,,,,,,,,,,,
Wendisch Evern,rathaus@ostheide.de,Niedersachsen,1729,,,,,,,,,,,,,,,,,
Wennigsen  ,info@wennigsen.de,Niedersachsen,94,,,,,,,,,,,,,,,,,
Wenzendorf,samtgemeinde@hollenstedt.de,Niedersachsen,1553,,,,,,,,,,,,,,,,,
Werdum,rathaus@esens.de,Niedersachsen,712,,,,,,,,,,,,,,,,,
Werlte,info@werlte.de,Niedersachsen,10382,,,,,,,,,,,,,,,,,
Werlte,info@werlte.de,Niedersachsen,10382,,,,,,,,,,,,,,,,,
Werpeloh,samtgemeinde@soegel.de,Niedersachsen,1174,,,,,,,,,,,,,,,,,
Wesendorf,info@sg-wesendorf.de,Niedersachsen,5549,,,,,,,,,,,,,,,,,
Wesendorf,info@sg-wesendorf.de,Niedersachsen,5549,,,,,,,,,,,,,,,,,
Weser- Aue,info@weser-aue.de,Niedersachsen,5549,,,,,,,,,,,,,,,,,
Wesermarsch,landkreis-wesermarsch@lkbra.de,Niedersachsen,5549,,,,,,,,,,,,,,,,,
Weste,info@bevensen-ebstorf.de,Niedersachsen,909,,,,,,,,,,,,,,,,,
Westergellersen,rathaus@gellersen.de,Niedersachsen,1994,,,,,,,,,,,,,,,,,
Westerholt,info@holtriem.de,Niedersachsen,2626,,,,,,,,,,,,,,,,,
Westerstede,info@westerstede.de,Niedersachsen,23938,,,,,,,,,,,,,,,,,
Westertimke,info@tarmstedt.de,Niedersachsen,433,,,,,,,,,,,,,,,,,
Westerwalsede,samtgemeinde@bothel.de,Niedersachsen,738,,,,,,,,,,,,,,,,,
Westoverledingen,gemeinde@westoverledingen.de,Niedersachsen,21127,,,,,,,,,,,,,,,,,
Wetschen,info@rehden.de,Niedersachsen,1872,,,,,,,,,,,,,,,,,
Wettrup,info@lengerich-emsland.de,Niedersachsen,533,,,,,,,,,,,,,,,,,
Weyhausen,post@boldecker-land.de,Niedersachsen,2735,,,,,,,,,,,,,,,,,
Weyhe,rathaus@weyhe.de,Niedersachsen,30975,,,,,,,,,,,,,,,,,
Wiedensahl,info@sg-niedernwoehren.de,Niedersachsen,893,,,,,,,,,,,,,,,,,
Wiefelstede,info@wiefelstede.de,Niedersachsen,16469,,,,,,,,,,,,,,,,,
Wielen,info@uelsen.de,Niedersachsen,483,,,,,,,,,,,,,,,,,
Wienhausen,info@flotwedel.de,Niedersachsen,3970,,,,,,,,,,,,,,,,,
Wiesmoor,rathaus@wiesmoor.de,Niedersachsen,13875,,,,,,,,,,,,,,,,,
Wietmarschen,Gemeinde@Wietmarschen.de,Niedersachsen,12959,,,,,,,,,,,,,,,,,
Wietze,info@wietze.de,Niedersachsen,7387,,,,,,,,,,,,,,,,,
Wietzen,info@weser-aue.de,Niedersachsen,1967,,,,,,,,,,,,,,,,,
Wietzendorf,gemeinde@wietzendorf.de,Niedersachsen,4176,,,,,,,,,,,,,,,,,
Wildeshausen,stadt.wildeshausen@wildeshausen.de,Niedersachsen,21155,,,,,,,,,,,,,,,,,
Wilhelmshaven,info@wilhelmshaven.de,Niedersachsen,75745,,,,,,,,,,,,,,,,,
Wilstedt,info@tarmstedt.de,Niedersachsen,1734,,,,,,,,,,,,,,,,,
Wilsum,info@uelsen.de,Niedersachsen,1646,,,,,,,,,,,,,,,,,
Wingst,zentrale@land.hadeln.de,Niedersachsen,3307,,,,,,,,,,,,,,,,,
Winkelsett,Samtgemeinde@Harpstedt.de,Niedersachsen,524,,,,,,,,,,,,,,,,,
Winnigstedt,rathaus@elm-asse.de,Niedersachsen,672,,,,,,,,,,,,,,,,,
Winsen  ,info@winsen-aller.de,Niedersachsen,373,,,,,,,,,,,,,,,,,
Winsen  ,info@stadt-winsen.de,Niedersachsen,373,,,,,,,,,,,,,,,,,
Wippingen,samtgemeinde@doerpen.de,Niedersachsen,993,,,,,,,,,,,,,,,,,
Wirdum,rathaus@marienhafe.de,Niedersachsen,999,,,,,,,,,,,,,,,,,
Wischhafen,samtgemeinde@nordkehdingen.de,Niedersachsen,2869,,,,,,,,,,,,,,,,,
Wistedt,info@tostedt.de,Niedersachsen,1775,,,,,,,,,,,,,,,,,
Wittingen,stadt@wittingen.eu,Niedersachsen,11136,,,,,,,,,,,,,,,,,
Wittmar,rathaus@elm-asse.de,Niedersachsen,1055,,,,,,,,,,,,,,,,,
Wittmund,landkreis@lk.wittmund.de,Niedersachsen,20037,,,,,,,,,,,,,,,,,
Wittmund,rathaus@stadt.wittmund.de,Niedersachsen,20037,,,,,,,,,,,,,,,,,
Wittorf,info@bardowick.de,Niedersachsen,1548,,,,,,,,,,,,,,,,,
Wohnste,info@sg.sittensen.de,Niedersachsen,794,,,,,,,,,,,,,,,,,
Wolfenbüttel,Info@lk-wf.de,Niedersachsen,52604,,,,,,,,,,,,,,,,,
Wolfenbüttel,Stadt@Wolfenbuettel.de,Niedersachsen,52604,,,,,,,,,,,,,,,,,
Wolfsburg,servicecenter@stadt.wolfsburg.de ,Niedersachsen,129560,,,,,,,,,,,,,,,,,
Wollbrandshausen,rathaus@sg-gieboldehausen.de,Niedersachsen,628,,,,,,,,,,,,,,,,,
Wollershausen,rathaus@sg-gieboldehausen.de,Niedersachsen,433,,,,,,,,,,,,,,,,,
Wölpinghausen,info@sachsenhagen.de,Niedersachsen,1533,,,,,,,,,,,,,,,,,
Wolsdorf,verwaltung@samtgemeinde-nord-elm.de,Niedersachsen,925,,,,,,,,,,,,,,,,,
Woltersdorf,samtgemeinde@luechow-wendland.de,Niedersachsen,344,,,,,,,,,,,,,,,,,
Worpswede,rathaus@gemeinde-worpswede.de,Niedersachsen,9328,,,,,,,,,,,,,,,,,
Wrestedt,info@sg-aue.de,Niedersachsen,6130,,,,,,,,,,,,,,,,,
Wriedel,info@bevensen-ebstorf.de,Niedersachsen,2240,,,,,,,,,,,,,,,,,
Wulfsen,info@rathaus-salzhausen.de,Niedersachsen,1676,,,,,,,,,,,,,,,,,
Wulften am Harz,samtgemeinde@hattorf-am-harz.de,Niedersachsen,1789,,,,,,,,,,,,,,,,,
Wunstorf,stadt@wunstorf.de,Niedersachsen,41211,,,,,,,,,,,,,,,,,
Wurster Nordseeküste,gemeinde@gwnk.de,Niedersachsen,16769,,,,,,,,,,,,,,,,,
Wustrow  ,samtgemeinde@luechow-wendland.de,Niedersachsen,784,,,,,,,,,,,,,,,,,
Zernien,info@elbtalaue.de,Niedersachsen,1587,,,,,,,,,,,,,,,,,
Zetel,gemeinde@zetel.de,Niedersachsen,12293,,,,,,,,,,,,,,,,,
Zeven,samtgemeinde@zeven.de,Niedersachsen,13958,,,,,,,,,,,,,,,,,
Zeven,samtgemeinde@zeven.de,Niedersachsen,13958,,,,,,,,,,,,,,,,,
Altena,post@altena.de,Nordrhein-Westfalen,16621,,,,,,,,,,,,,,,,,
Anröchte,post@anroechte.de,Nordrhein-Westfalen,10304,,,,,,,,,,,,,,,,,
Arnsberg,stadt@arnsberg.de,Nordrhein-Westfalen,74879,,,,,,,,,,,,,,,,,
Attendorn,stadt@attendorn.de,Nordrhein-Westfalen,23554,,,,,,,,,,,,,,,,,
Bad Berleburg,info@bad-berleburg.de,Nordrhein-Westfalen,18400,,,,,,,,,,,,,,,,,
Bad Laasphe,post@bad-laasphe.de,Nordrhein-Westfalen,13148,,,,,,,,,,,,,,,,,
Bad Sassendorf,post@bad-sassendorf.de,Nordrhein-Westfalen,12194,,,,,,,,,,,,,,,,,
Balve,post@balve.de,Nordrhein-Westfalen,11240,,,,,,,,,,,,,,,,,
Bergkamen,info@bergkamen.de,Nordrhein-Westfalen,49143,,,,,,,,,,,,,,,,,
Bestwig,gemeinde@bestwig.de,Nordrhein-Westfalen,10147,,,,,,,,,,,,,,,,,
Bochum,info@bochum.de,Nordrhein-Westfalen,358676,,,,,,,,,,,,,,,,,
Bönen,post@boenen.de,Nordrhein-Westfalen,17734,,,,,,,,,,,,,,,,,
Breckerfeld,info@breckerfeld.de,Nordrhein-Westfalen,8816,,,,,,,,,,,,,,,,,
Brilon,info@brilon.de,Nordrhein-Westfalen,25424,,,,,,,,,,,,,,,,,
Burbach,rathaus@burbach-siegerland.de,Nordrhein-Westfalen,14553,,,,,,,,,,,,,,,,,
Dortmund,oberbuergermeister@dortmund.de,Nordrhein-Westfalen,603462,,,,,,,,,,,,,,,,,
Drolshagen,rathaus@drolshagen.de,Nordrhein-Westfalen,11913,,,,,,,,,,,,,,,,,
Ennepe-Ruhr-Kreis,verwaltung@en-kreis.de,Nordrhein-Westfalen,1389,,,,,,,,,,,,,,,,,
Ennepetal,stadt@ennepetal.de,Nordrhein-Westfalen,29446,,,,,,,,,,,,,,,,,
Ense,post@gemeinde-ense.de,Nordrhein-Westfalen,12383,,,,,,,,,,,,,,,,,
Erndtebrück,info@erndtebrueck.de,Nordrhein-Westfalen,6792,,,,,,,,,,,,,,,,,
Erwitte,post@erwitte.de,Nordrhein-Westfalen,16300,,,,,,,,,,,,,,,,,
Eslohe ,post@eslohe.de,Nordrhein-Westfalen,2702,,,,,,,,,,,,,,,,,
Finnentrop,rathaus@finnentrop.de,Nordrhein-Westfalen,17022,,,,,,,,,,,,,,,,,
Freudenberg,info@freudenberg-stadt.de,Nordrhein-Westfalen,17355,,,,,,,,,,,,,,,,,
Fröndenberg/Ruhr,stadt@froendenberg.de,Nordrhein-Westfalen,20504,,,,,,,,,,,,,,,,,
Geseke,post@geseke.de,Nordrhein-Westfalen,20930,,,,,,,,,,,,,,,,,
Gevelsberg,Rathaus@stadtgevelsberg.de,Nordrhein-Westfalen,30006,,,,,,,,,,,,,,,,,
Hagen,stadtverwaltung@stadt-hagen.de,Nordrhein-Westfalen,449,,,,,,,,,,,,,,,,,
Hallenberg,post@stadt-hallenberg.de,Nordrhein-Westfalen,4367,,,,,,,,,,,,,,,,,
Halver,post@halver.de,Nordrhein-Westfalen,16322,,,,,,,,,,,,,,,,,
Hamm,info@stadt.hamm.de,Nordrhein-Westfalen,179968,,,,,,,,,,,,,,,,,
Hattingen,info@hattingen.de,Nordrhein-Westfalen,53044,,,,,,,,,,,,,,,,,
Hemer,post@hemer.de,Nordrhein-Westfalen,35005,,,,,,,,,,,,,,,,,
Herdecke,stadtverwaltung@herdecke.de,Nordrhein-Westfalen,22772,,,,,,,,,,,,,,,,,
Herne,info@herne.de,Nordrhein-Westfalen,155851,,,,,,,,,,,,,,,,,
Herscheid,post@herscheid.de,Nordrhein-Westfalen,6821,,,,,,,,,,,,,,,,,
Hilchenbach,info@hilchenbach.de,Nordrhein-Westfalen,14412,,,,,,,,,,,,,,,,,
Hochsauerlandkreis,post@hochsauerlandkreis.de,Nordrhein-Westfalen,2162,,,,,,,,,,,,,,,,,
Holzwickede,info@holzwickede.de,Nordrhein-Westfalen,17596,,,,,,,,,,,,,,,,,
Iserlohn,info@iserlohn.de,Nordrhein-Westfalen,91811,,,,,,,,,,,,,,,,,
Kamen,rathaus@stadt-kamen.de,Nordrhein-Westfalen,42319,,,,,,,,,,,,,,,,,
Kierspe,post@kierspe.de,Nordrhein-Westfalen,16450,,,,,,,,,,,,,,,,,
Kirchhundem,post@Kirchhundem.de ,Nordrhein-Westfalen,11509,,,,,,,,,,,,,,,,,
Kreuztal,stadt.kreuztal@kreuztal.de,Nordrhein-Westfalen,30905,,,,,,,,,,,,,,,,,
Lennestadt,Rathaus@lennestadt.de,Nordrhein-Westfalen,24238,,,,,,,,,,,,,,,,,
Lippetal,post@lippetal.de,Nordrhein-Westfalen,11883,,,,,,,,,,,,,,,,,
Lippstadt,post@stadt-lippstadt.de,Nordrhein-Westfalen,68739,,,,,,,,,,,,,,,,,
Lüdenscheid,post@luedenscheid.de,Nordrhein-Westfalen,71212,,,,,,,,,,,,,,,,,
Lünen,stadtverwaltung@luenen.de,Nordrhein-Westfalen,86163,,,,,,,,,,,,,,,,,
Märkischer Kreis,poststelle@maerkischer-kreis.de,Nordrhein-Westfalen,603,,,,,,,,,,,,,,,,,
Marsberg,info@marsberg.de,Nordrhein-Westfalen,19555,,,,,,,,,,,,,,,,,
Medebach,post@medebach.de,Nordrhein-Westfalen,7906,,,,,,,,,,,,,,,,,
Meinerzhagen,post@meinerzhagen.de,Nordrhein-Westfalen,20019,,,,,,,,,,,,,,,,,
Menden ,stadt@menden.de,Nordrhein-Westfalen,2957,,,,,,,,,,,,,,,,,
Meschede,post@meschede.de,Nordrhein-Westfalen,29615,,,,,,,,,,,,,,,,,
Möhnesee,gemeinde@moehnesee.de,Nordrhein-Westfalen,11274,,,,,,,,,,,,,,,,,
Nachrodt-Wiblingwerde,post@nachrodt-wiblingwerde.de,Nordrhein-Westfalen,6159,,,,,,,,,,,,,,,,,
Netphen,stadt@netphen.de,Nordrhein-Westfalen,23080,,,,,,,,,,,,,,,,,
Neuenrade,post@neuenrade.de,Nordrhein-Westfalen,11621,,,,,,,,,,,,,,,,,
Neunkirchen,info@neunkirchen-siegerland.de,Nordrhein-Westfalen,12705,,,,,,,,,,,,,,,,,
Olpe,info@kreis-olpe.de,Nordrhein-Westfalen,24695,,,,,,,,,,,,,,,,,
Olpe,rathaus@olpe.de,Nordrhein-Westfalen,24695,,,,,,,,,,,,,,,,,
Olsberg,post@olsberg.de,Nordrhein-Westfalen,14700,,,,,,,,,,,,,,,,,
Plettenberg,post@plettenberg.de,Nordrhein-Westfalen,24429,,,,,,,,,,,,,,,,,
Rüthen,post@ruethen.de,Nordrhein-Westfalen,10290,,,,,,,,,,,,,,,,,
Schalksmühle,post@schalksmuehle.de,Nordrhein-Westfalen,10463,,,,,,,,,,,,,,,,,
Schmallenberg,post@schmallenberg.de,Nordrhein-Westfalen,24711,,,,,,,,,,,,,,,,,
Schwelm,info@schwelm.de,Nordrhein-Westfalen,27953,,,,,,,,,,,,,,,,,
Schwerte,info@stadt-schwerte.de,Nordrhein-Westfalen,45821,,,,,,,,,,,,,,,,,
Selm,info@stadtselm.de,Nordrhein-Westfalen,25969,,,,,,,,,,,,,,,,,
Siegen,info@siegen-stadt.de,Nordrhein-Westfalen,102685,,,,,,,,,,,,,,,,,
Siegen-Wittgenstein,post@siegen-wittgenstein.de,Nordrhein-Westfalen,102685,,,,,,,,,,,,,,,,,
Soest,info@kreis-soest.de,Nordrhein-Westfalen,47776,,,,,,,,,,,,,,,,,
Soest,post@soest.de,Nordrhein-Westfalen,47776,,,,,,,,,,,,,,,,,
Sprockhövel,info@sprockhoevel.de,Nordrhein-Westfalen,24232,,,,,,,,,,,,,,,,,
Sundern ,rathaus@stadt-sundern.de,Nordrhein-Westfalen,2249,,,,,,,,,,,,,,,,,
Unna,post@stadt-unna.de,Nordrhein-Westfalen,58333,,,,,,,,,,,,,,,,,
Unna,post@kreis-unna.de,Nordrhein-Westfalen,58333,,,,,,,,,,,,,,,,,
Warstein,post@warstein.de,Nordrhein-Westfalen,24988,,,,,,,,,,,,,,,,,
Welver,rathaus@welver.de,Nordrhein-Westfalen,11999,,,,,,,,,,,,,,,,,
Wenden,rathaus@wenden.de,Nordrhein-Westfalen,19415,,,,,,,,,,,,,,,,,
Werdohl,post@werdohl.de,Nordrhein-Westfalen,17618,,,,,,,,,,,,,,,,,
Werl,post@werl.de,Nordrhein-Westfalen,29600,,,,,,,,,,,,,,,,,
Werne,verwaltung@werne.de,Nordrhein-Westfalen,30202,,,,,,,,,,,,,,,,,
Wetter ,stadtverwaltung@stadt-wetter.de,Nordrhein-Westfalen,12077,,,,,,,,,,,,,,,,,
Wickede ,post@wickede.de,Nordrhein-Westfalen,225,,,,,,,,,,,,,,,,,
Wilnsdorf,info@wilnsdorf.de,Nordrhein-Westfalen,20039,,,,,,,,,,,,,,,,,
Winterberg,post@winterberg.de,Nordrhein-Westfalen,13168,,,,,,,,,,,,,,,,,
Witten,poststelle@stadt-witten.de,Nordrhein-Westfalen,91808,,,,,,,,,,,,,,,,,
Altenbeken,info@altenbeken.de,Nordrhein-Westfalen,9161,,,,,,,,,,,,,,,,,
Augustdorf,info@augustdorf.de,Nordrhein-Westfalen,9774,,,,,,,,,,,,,,,,,
Bad Driburg,info@bad-driburg.de,Nordrhein-Westfalen,19080,,,,,,,,,,,,,,,,,
Bad Lippspringe,info@bad-lippspringe.de,Nordrhein-Westfalen,17252,,,,,,,,,,,,,,,,,
Bad Oeynhausen,info@badoeynhausen.de,Nordrhein-Westfalen,50620,,,,,,,,,,,,,,,,,
Bad Salzuflen,stadt@bad-salzuflen.de,Nordrhein-Westfalen,53958,,,,,,,,,,,,,,,,,
Bad Wünnenberg,stadt@bad-wuennenberg.de,Nordrhein-Westfalen,12418,,,,,,,,,,,,,,,,,
Barntrup,info@barntrup.de,Nordrhein-Westfalen,8297,,,,,,,,,,,,,,,,,
Beverungen,info@beverungen.de,Nordrhein-Westfalen,12669,,,,,,,,,,,,,,,,,
Bielefeld,posteingang@bielefeld.de,Nordrhein-Westfalen,331605,,,,,,,,,,,,,,,,,
Blomberg,info@blomberg-lippe.de,Nordrhein-Westfalen,1843,,,,,,,,,,,,,,,,,
Borchen,info@borchen.de,Nordrhein-Westfalen,13721,,,,,,,,,,,,,,,,,
Borgentreich,info@borgentreich.de,Nordrhein-Westfalen,8632,,,,,,,,,,,,,,,,,
Borgholzhausen,kontakt@borgholzhausen.de,Nordrhein-Westfalen,8847,,,,,,,,,,,,,,,,,
Brakel,info@brakel.de,Nordrhein-Westfalen,16193,,,,,,,,,,,,,,,,,
Bünde,info@buende.de,Nordrhein-Westfalen,46365,,,,,,,,,,,,,,,,,
Büren,info@bueren.de,Nordrhein-Westfalen,21593,,,,,,,,,,,,,,,,,
Delbrück,info@delbrueck.de,Nordrhein-Westfalen,32166,,,,,,,,,,,,,,,,,
Lippe,info@kreis-lippe.de,Nordrhein-Westfalen,6265,,,,,,,,,,,,,,,,,
Detmold,info@detmold.de,Nordrhein-Westfalen,74278,,,,,,,,,,,,,,,,,
Dörentrup,info@doerentrup-lippe.de,Nordrhein-Westfalen,7528,,,,,,,,,,,,,,,,,
Enger,info@enger.de,Nordrhein-Westfalen,20688,,,,,,,,,,,,,,,,,
Espelkamp,info@espelkamp.de,Nordrhein-Westfalen,25576,,,,,,,,,,,,,,,,,
Extertal,info@extertal.de,Nordrhein-Westfalen,11248,,,,,,,,,,,,,,,,,
Gütersloh,kreisverwaltung@kreis-guetersloh.de,Nordrhein-Westfalen,100479,,,,,,,,,,,,,,,,,
Gütersloh,kontakt@guetersloh.de,Nordrhein-Westfalen,100479,,,,,,,,,,,,,,,,,
Halle ,info@hallewestfalen.de,Nordrhein-Westfalen,1400,,,,,,,,,,,,,,,,,
Harsewinkel,kontakt@harsewinkel.de,Nordrhein-Westfalen,25523,,,,,,,,,,,,,,,,,
Herford,info@kreis-herford.de,Nordrhein-Westfalen,67503,,,,,,,,,,,,,,,,,
Herford,info@herford.de,Nordrhein-Westfalen,67503,,,,,,,,,,,,,,,,,
Herzebrock-Clarholz,kontakt@herzebrock-clarholz.de,Nordrhein-Westfalen,16419,,,,,,,,,,,,,,,,,
Hiddenhausen,info@hiddenhausen.de,Nordrhein-Westfalen,19669,,,,,,,,,,,,,,,,,
Hille,info@hille.de,Nordrhein-Westfalen,16274,,,,,,,,,,,,,,,,,
Horn-Bad Meinberg,post@horn-badmeinberg.de,Nordrhein-Westfalen,17320,,,,,,,,,,,,,,,,,
Hövelhof,info@hoevelhof.de,Nordrhein-Westfalen,16809,,,,,,,,,,,,,,,,,
Höxter,info@kreis-hoexter.de,Nordrhein-Westfalen,28166,,,,,,,,,,,,,,,,,
Höxter,rathaus@hoexter.de,Nordrhein-Westfalen,28166,,,,,,,,,,,,,,,,,
Hüllhorst,info@huellhorst.de,Nordrhein-Westfalen,13304,,,,,,,,,,,,,,,,,
Kalletal,info@kalletal.de,Nordrhein-Westfalen,13256,,,,,,,,,,,,,,,,,
Kirchlengern,info@kirchlengern.de,Nordrhein-Westfalen,16334,,,,,,,,,,,,,,,,,
Lage,buergerservice@lage.de,Nordrhein-Westfalen,1101,,,,,,,,,,,,,,,,,
Langenberg,gemeinde@langenberg.de,Nordrhein-Westfalen,8311,,,,,,,,,,,,,,,,,
Lemgo,info@lemgo.de ,Nordrhein-Westfalen,39905,,,,,,,,,,,,,,,,,
Leopoldshöhe,info@leopoldshoehe.de,Nordrhein-Westfalen,17226,,,,,,,,,,,,,,,,,
Lichtenau,stadt@lichtenau.de,Nordrhein-Westfalen,10985,,,,,,,,,,,,,,,,,
Löhne,info@loehne.de,Nordrhein-Westfalen,40826,,,,,,,,,,,,,,,,,
Lübbecke,info@luebbecke.de,Nordrhein-Westfalen,26815,,,,,,,,,,,,,,,,,
Lügde,info@luegde.de,Nordrhein-Westfalen,9232,,,,,,,,,,,,,,,,,
Marienmünster,info@marienmuenster.de,Nordrhein-Westfalen,4791,,,,,,,,,,,,,,,,,
Minden-Lübbecke,info@minden-luebbecke.de,Nordrhein-Westfalen,84013,,,,,,,,,,,,,,,,,
Minden,info@minden.de,Nordrhein-Westfalen,84013,,,,,,,,,,,,,,,,,
Nieheim,info@nieheim.de,Nordrhein-Westfalen,6081,,,,,,,,,,,,,,,,,
Oerlinghausen,info@oerlinghausen.de,Nordrhein-Westfalen,17233,,,,,,,,,,,,,,,,,
Paderborn,info@kreis-paderborn.de,Nordrhein-Westfalen,156378,,,,,,,,,,,,,,,,,
Paderborn,info@paderborn.de,Nordrhein-Westfalen,156378,,,,,,,,,,,,,,,,,
Petershagen,info@petershagen.de,Nordrhein-Westfalen,25340,,,,,,,,,,,,,,,,,
Porta Westfalica,info@portawestfalica.de,Nordrhein-Westfalen,36521,,,,,,,,,,,,,,,,,
Preußisch Oldendorf,info@preussischoldendorf.de,Nordrhein-Westfalen,12439,,,,,,,,,,,,,,,,,
Rahden ,info@rahden.de,Nordrhein-Westfalen,16195,,,,,,,,,,,,,,,,,
Rheda-Wiedenbrück,info@rh-wd.de,Nordrhein-Westfalen,48030,,,,,,,,,,,,,,,,,
Rietberg,info@stadt-rietberg.de,Nordrhein-Westfalen,30055,,,,,,,,,,,,,,,,,
Rödinghausen,info@roedinghausen.de ,Nordrhein-Westfalen,10064,,,,,,,,,,,,,,,,,
Salzkotten,stadtverwaltung@salzkotten.de,Nordrhein-Westfalen,25429,,,,,,,,,,,,,,,,,
Schieder-Schwalenberg,info@schieder-schwalenberg.de,Nordrhein-Westfalen,8098,,,,,,,,,,,,,,,,,
Schlangen,info@gemeinde-schlangen.de,Nordrhein-Westfalen,9257,,,,,,,,,,,,,,,,,
Schloß Holte-Stukenbrock,info@stadt-shs.de,Nordrhein-Westfalen,26297,,,,,,,,,,,,,,,,,
Spenge,info@spenge.de,Nordrhein-Westfalen,14620,,,,,,,,,,,,,,,,,
Steinhagen,info@steinhagen.de,Nordrhein-Westfalen,20302,,,,,,,,,,,,,,,,,
Steinheim,info@steinheim.de,Nordrhein-Westfalen,12107,,,,,,,,,,,,,,,,,
Stemwede,info@stemwede.de,Nordrhein-Westfalen,13460,,,,,,,,,,,,,,,,,
Verl,kontakt@verl.de,Nordrhein-Westfalen,25762,,,,,,,,,,,,,,,,,
Versmold,mail@versmold.de,Nordrhein-Westfalen,21513,,,,,,,,,,,,,,,,,
Vlotho,info@vlotho.de,Nordrhein-Westfalen,18335,,,,,,,,,,,,,,,,,
Warburg,info@warburg.de,Nordrhein-Westfalen,23252,,,,,,,,,,,,,,,,,
Werther ,info@stadt-werther.de,Nordrhein-Westfalen,3047,,,,,,,,,,,,,,,,,
Willebadessen,info@willebadessen.de,Nordrhein-Westfalen,8281,,,,,,,,,,,,,,,,,
Alpen,info@alpen.de,Nordrhein-Westfalen,12515,,,,,,,,,,,,,,,,,
Bedburg-Hau,rathaus@bedburg-hau.de,Nordrhein-Westfalen,13599,,,,,,,,,,,,,,,,,
Brüggen,info@brueggen.de,Nordrhein-Westfalen,16198,,,,,,,,,,,,,,,,,
Dinslaken,information@dinslaken.de,Nordrhein-Westfalen,66993,,,,,,,,,,,,,,,,,
Dormagen,stadtverwaltung@stadt-dormagen.de,Nordrhein-Westfalen,63799,,,,,,,,,,,,,,,,,
Duisburg,info@stadt-duisburg.de,Nordrhein-Westfalen,502270,,,,,,,,,,,,,,,,,
Düsseldorf,info@duesseldorf.de,Nordrhein-Westfalen,618685,,,,,,,,,,,,,,,,,
